customer_id,log_date,monthly_balance,num_products,product_type,usage_log_id
15634602,2025-10-01,3752.1,1,Loan,1
15634602,2025-11-01,4420.06,1,Investment,2
15634602,2025-12-01,4077.12,1,Credit Card,3
15634602,2026-01-01,3946.43,1,Checking,4
15634602,2026-02-01,4269.44,1,Loan,5
15634602,2026-03-01,3884.05,1,Investment,6
15634602,2026-04-01,4164.4,1,Checking,7
15634602,2026-05-01,3841.49,1,Investment,8
15634602,2026-06-01,4555.3,1,Loan,9
15634602,2026-07-01,4744.39,1,Investment,10
15634602,2026-08-01,3670.61,1,Credit Card,11
15634602,2026-09-01,4431.53,1,Savings,12
15647311,2025-10-01,82769.58,1,Credit Card,13
15647311,2025-11-01,78641.72,1,Loan,14
15647311,2025-12-01,87952.61,1,Loan,15
15647311,2026-01-01,80961.47,1,Investment,16
15647311,2026-02-01,85390.57,1,Investment,17
15647311,2026-03-01,75583.67,1,Credit Card,18
15647311,2026-04-01,76339.01,1,Checking,19
15647311,2026-05-01,76669.04,1,Investment,20
15647311,2026-06-01,96148.3,1,Loan,21
15647311,2026-07-01,87901.75,1,Investment,22
15647311,2026-08-01,72717.54,1,Loan,23
15647311,2026-09-01,81111.88,1,Loan,24
15619304,2025-10-01,146877.45,3,Loan,25
15619304,2025-11-01,175628.45,3,Investment,26
15619304,2025-12-01,169117.35,3,Checking,27
15619304,2026-01-01,177942.25,3,Savings,28
15619304,2026-02-01,175069.88,3,Checking,29
15619304,2026-03-01,140931.32,3,Savings,30
15619304,2026-04-01,138210.48,3,Investment,31
15619304,2026-05-01,148718.93,3,Checking,32
15619304,2026-06-01,143578.23,3,Credit Card,33
15619304,2026-07-01,153985.88,3,Investment,34
15619304,2026-08-01,151565.82,3,Savings,35
15619304,2026-09-01,178161.14,3,Savings,36
15701354,2025-10-01,3806.98,2,Credit Card,37
15701354,2025-11-01,4554.51,2,Credit Card,38
15701354,2025-12-01,3496.73,2,Investment,39
15701354,2026-01-01,4278.39,2,Loan,40
15701354,2026-02-01,3856.43,2,Credit Card,41
15701354,2026-03-01,4511.89,2,Checking,42
15701354,2026-04-01,4253.43,2,Investment,43
15701354,2026-05-01,3479.69,2,Savings,44
15701354,2026-06-01,3610.9,2,Investment,45
15701354,2026-07-01,3572.5,2,Loan,46
15701354,2026-08-01,3615.55,2,Checking,47
15701354,2026-09-01,3536.73,2,Savings,48
15737888,2025-10-01,129500.63,1,Checking,49
15737888,2025-11-01,129545.28,1,Credit Card,50
15737888,2025-12-01,138940.42,1,Investment,51
15737888,2026-01-01,112193.05,1,Checking,52
15737888,2026-02-01,129099.43,1,Credit Card,53
15737888,2026-03-01,142490.57,1,Savings,54
15737888,2026-04-01,114538.86,1,Credit Card,55
15737888,2026-05-01,132636.85,1,Loan,56
15737888,2026-06-01,121197.16,1,Loan,57
15737888,2026-07-01,133008.62,1,Savings,58
15737888,2026-08-01,140714.77,1,Checking,59
15737888,2026-09-01,114674.01,1,Loan,60
15574012,2025-10-01,103781.01,2,Savings,61
15574012,2025-11-01,119806.43,2,Credit Card,62
15574012,2025-12-01,125640.53,2,Checking,63
15574012,2026-01-01,96704.83,2,Investment,64
15574012,2026-02-01,119987.86,2,Credit Card,65
15574012,2026-03-01,111367.56,2,Checking,66
15574012,2026-04-01,97204.0,2,Checking,67
15574012,2026-05-01,114204.09,2,Savings,68
15574012,2026-06-01,100682.7,2,Credit Card,69
15574012,2026-07-01,108695.81,2,Investment,70
15574012,2026-08-01,97342.55,2,Savings,71
15574012,2026-09-01,122111.49,2,Investment,72
15592531,2025-10-01,963.11,2,Loan,73
15592531,2025-11-01,1004.69,2,Loan,74
15592531,2025-12-01,885.99,2,Checking,75
15592531,2026-01-01,973.64,2,Checking,76
15592531,2026-02-01,992.58,2,Credit Card,77
15592531,2026-03-01,914.09,2,Loan,78
15592531,2026-04-01,1000.02,2,Loan,79
15592531,2026-05-01,958.07,2,Savings,80
15592531,2026-06-01,994.65,2,Investment,81
15592531,2026-07-01,988.89,2,Savings,82
15592531,2026-08-01,1026.44,2,Savings,83
15592531,2026-09-01,920.32,2,Checking,84
15656148,2025-10-01,116025.56,4,Checking,85
15656148,2025-11-01,121790.16,4,Loan,86
15656148,2025-12-01,111234.09,4,Savings,87
15656148,2026-01-01,114228.84,4,Savings,88
15656148,2026-02-01,102238.58,4,Credit Card,89
15656148,2026-03-01,116843.58,4,Loan,90
15656148,2026-04-01,115845.0,4,Credit Card,91
15656148,2026-05-01,101594.22,4,Savings,92
15656148,2026-06-01,115996.8,4,Checking,93
15656148,2026-07-01,100898.27,4,Credit Card,94
15656148,2026-08-01,111787.59,4,Credit Card,95
15656148,2026-09-01,101253.77,4,Loan,96
15792365,2025-10-01,129381.23,2,Investment,97
15792365,2025-11-01,150670.71,2,Savings,98
15792365,2025-12-01,120994.12,2,Loan,99
15792365,2026-01-01,150090.11,2,Loan,100
15792365,2026-02-01,122484.07,2,Investment,101
15792365,2026-03-01,121959.85,2,Loan,102
15792365,2026-04-01,126543.39,2,Checking,103
15792365,2026-05-01,153214.48,2,Savings,104
15792365,2026-06-01,133186.86,2,Credit Card,105
15792365,2026-07-01,157665.29,2,Checking,106
15792365,2026-08-01,140764.48,2,Checking,107
15792365,2026-09-01,142517.63,2,Loan,108
15592389,2025-10-01,148381.72,1,Loan,109
15592389,2025-11-01,120177.93,1,Savings,110
15592389,2025-12-01,142395.49,1,Savings,111
15592389,2026-01-01,125780.98,1,Loan,112
15592389,2026-02-01,132629.33,1,Savings,113
15592389,2026-03-01,127843.76,1,Loan,114
15592389,2026-04-01,152929.24,1,Savings,115
15592389,2026-05-01,137470.95,1,Investment,116
15592389,2026-06-01,128940.91,1,Investment,117
15592389,2026-07-01,124195.85,1,Credit Card,118
15592389,2026-08-01,124797.38,1,Loan,119
15592389,2026-09-01,142893.1,1,Credit Card,120
15767821,2025-10-01,102737.47,2,Credit Card,121
15767821,2025-11-01,101838.46,2,Credit Card,122
15767821,2025-12-01,115261.47,2,Investment,123
15767821,2026-01-01,108602.06,2,Checking,124
15767821,2026-02-01,101472.64,2,Checking,125
15767821,2026-03-01,109441.87,2,Investment,126
15767821,2026-04-01,93683.78,2,Checking,127
15767821,2026-05-01,113833.35,2,Checking,128
15767821,2026-06-01,103849.4,2,Savings,129
15767821,2026-07-01,96035.6,2,Checking,130
15767821,2026-08-01,98653.74,2,Savings,131
15767821,2026-09-01,102956.83,2,Savings,132
15737173,2025-10-01,2460.62,2,Investment,133
15737173,2025-11-01,2733.33,2,Loan,134
15737173,2025-12-01,2289.27,2,Savings,135
15737173,2026-01-01,2208.03,2,Loan,136
15737173,2026-02-01,2181.9,2,Credit Card,137
15737173,2026-03-01,2346.98,2,Loan,138
15737173,2026-04-01,2622.61,2,Loan,139
15737173,2026-05-01,2155.73,2,Credit Card,140
15737173,2026-06-01,2139.5,2,Savings,141
15737173,2026-07-01,2536.2,2,Credit Card,142
15737173,2026-08-01,2331.68,2,Savings,143
15737173,2026-09-01,2239.87,2,Investment,144
15632264,2025-10-01,547.17,2,Checking,145
15632264,2025-11-01,536.21,2,Checking,146
15632264,2025-12-01,589.92,2,Savings,147
15632264,2026-01-01,569.68,2,Checking,148
15632264,2026-02-01,594.78,2,Credit Card,149
15632264,2026-03-01,693.83,2,Credit Card,150
15632264,2026-04-01,608.23,2,Loan,151
15632264,2026-05-01,716.06,2,Savings,152
15632264,2026-06-01,665.74,2,Credit Card,153
15632264,2026-07-01,593.78,2,Credit Card,154
15632264,2026-08-01,654.16,2,Investment,155
15632264,2026-09-01,655.46,2,Credit Card,156
15691483,2025-10-01,1953.09,2,Checking,157
15691483,2025-11-01,1861.62,2,Checking,158
15691483,2025-12-01,1944.92,2,Savings,159
15691483,2026-01-01,2236.06,2,Investment,160
15691483,2026-02-01,1897.95,2,Investment,161
15691483,2026-03-01,1845.56,2,Credit Card,162
15691483,2026-04-01,2187.64,2,Checking,163
15691483,2026-05-01,2244.3,2,Checking,164
15691483,2026-06-01,1777.49,2,Loan,165
15691483,2026-07-01,1951.3,2,Loan,166
15691483,2026-08-01,1752.87,2,Investment,167
15691483,2026-09-01,1975.34,2,Checking,168
15600882,2025-10-01,4751.98,2,Loan,169
15600882,2025-11-01,3783.98,2,Savings,170
15600882,2025-12-01,4619.95,2,Savings,171
15600882,2026-01-01,3699.49,2,Loan,172
15600882,2026-02-01,4425.08,2,Savings,173
15600882,2026-03-01,4218.38,2,Savings,174
15600882,2026-04-01,4526.94,2,Investment,175
15600882,2026-05-01,4054.44,2,Investment,176
15600882,2026-06-01,4585.78,2,Investment,177
15600882,2026-07-01,4718.67,2,Investment,178
15600882,2026-08-01,3916.7,2,Investment,179
15600882,2026-09-01,4652.83,2,Credit Card,180
15643966,2025-10-01,136557.58,2,Checking,181
15643966,2025-11-01,122678.54,2,Investment,182
15643966,2025-12-01,136193.82,2,Savings,183
15643966,2026-01-01,133048.76,2,Checking,184
15643966,2026-02-01,143236.83,2,Checking,185
15643966,2026-03-01,128884.24,2,Checking,186
15643966,2026-04-01,138970.57,2,Investment,187
15643966,2026-05-01,149726.01,2,Loan,188
15643966,2026-06-01,139600.2,2,Savings,189
15643966,2026-07-01,149251.56,2,Checking,190
15643966,2026-08-01,139819.98,2,Savings,191
15643966,2026-09-01,147063.95,2,Investment,192
15737452,2025-10-01,148265.65,1,Savings,193
15737452,2025-11-01,128001.99,1,Checking,194
15737452,2025-12-01,147286.67,1,Savings,195
15737452,2026-01-01,143302.58,1,Savings,196
15737452,2026-02-01,139239.76,1,Investment,197
15737452,2026-03-01,131927.46,1,Investment,198
15737452,2026-04-01,148217.08,1,Savings,199
15737452,2026-05-01,136360.83,1,Loan,200
15737452,2026-06-01,128413.51,1,Credit Card,201
15737452,2026-07-01,147312.36,1,Checking,202
15737452,2026-08-01,148705.63,1,Loan,203
15737452,2026-09-01,119669.67,1,Loan,204
15788218,2025-10-01,4334.1,2,Credit Card,205
15788218,2025-11-01,3975.92,2,Credit Card,206
15788218,2025-12-01,5192.05,2,Checking,207
15788218,2026-01-01,4959.08,2,Checking,208
15788218,2026-02-01,4217.18,2,Savings,209
15788218,2026-03-01,5131.95,2,Savings,210
15788218,2026-04-01,4389.98,2,Investment,211
15788218,2026-05-01,4912.26,2,Loan,212
15788218,2026-06-01,4853.06,2,Credit Card,213
15788218,2026-07-01,4202.82,2,Credit Card,214
15788218,2026-08-01,4223.51,2,Investment,215
15788218,2026-09-01,4060.85,2,Loan,216
15661507,2025-10-01,1707.77,1,Credit Card,217
15661507,2025-11-01,1997.09,1,Loan,218
15661507,2025-12-01,1930.41,1,Credit Card,219
15661507,2026-01-01,1575.89,1,Savings,220
15661507,2026-02-01,2040.54,1,Credit Card,221
15661507,2026-03-01,1664.59,1,Checking,222
15661507,2026-04-01,1843.69,1,Credit Card,223
15661507,2026-05-01,1953.36,1,Checking,224
15661507,2026-06-01,1535.62,1,Investment,225
15661507,2026-07-01,2028.55,1,Credit Card,226
15661507,2026-08-01,1689.13,1,Checking,227
15661507,2026-09-01,1964.66,1,Investment,228
15568982,2025-10-01,4690.78,2,Credit Card,229
15568982,2025-11-01,4084.3,2,Credit Card,230
15568982,2025-12-01,3915.21,2,Credit Card,231
15568982,2026-01-01,4258.19,2,Checking,232
15568982,2026-02-01,4385.78,2,Checking,233
15568982,2026-03-01,4205.64,2,Checking,234
15568982,2026-04-01,4154.57,2,Checking,235
15568982,2026-05-01,4313.53,2,Loan,236
15568982,2026-06-01,4248.27,2,Checking,237
15568982,2026-07-01,4534.77,2,Loan,238
15568982,2026-08-01,4371.4,2,Checking,239
15568982,2026-09-01,4615.1,2,Loan,240
15577657,2025-10-01,3128.93,2,Savings,241
15577657,2025-11-01,3269.05,2,Savings,242
