customer_id,age,gender,geography,is_active,tenure_months,date_opened,credit_score,balance,num_products,has_cr_card,estimated_salary,is_churned
15723250,37,Male,France,true,96,2018-09-03,519,0.0,2,true,101485.72,false
15589572,61,Female,Spain,false,48,2022-09-02,785,129855.72,2,true,170214.82,true
15624229,22,Female,France,true,48,2022-09-02,694,0.0,2,true,11525.72,false
15625080,54,Female,Spain,false,96,2018-09-03,745,0.0,1,true,173912.29,true
15616709,38,Female,Germany,false,0,2026-09-01,587,132122.42,2,false,31730.32,false
15648721,64,Male,France,true,48,2022-09-02,711,0.0,2,true,3185.67,false
15716023,31,Male,France,true,12,2025-09-01,693,0.0,2,false,182270.88,false
15633108,26,Male,France,false,48,2022-09-02,646,139848.17,1,true,164696.27,false
15635078,45,Male,Spain,true,0,2026-09-01,714,124693.48,1,false,187194.15,false
15704844,62,Male,Spain,true,84,2019-09-03,550,80927.56,1,false,64490.67,false
15809178,42,Female,Germany,false,108,2017-09-03,569,146100.75,1,true,32574.01,true
15624793,23,Male,Germany,false,60,2021-09-02,627,184244.86,1,true,103099.22,false
15679760,46,Male,France,false,12,2025-09-01,721,115764.32,2,false,102950.79,false
15681924,38,Male,Germany,false,24,2024-09-01,747,129728.6,1,true,89289.54,false
15748696,42,Male,France,true,108,2017-09-03,733,150507.21,1,false,169964.12,false
15727197,52,Female,France,false,108,2017-09-03,576,-1.0,2,false,148477.57,true
15631392,43,Male,Germany,true,108,2017-09-03,654,84673.17,2,false,82081.35,false
15633546,33,Female,Spain,false,36,2023-09-02,652,124832.51,1,true,195877.06,false
15714256,30,Male,France,true,84,2019-09-03,666,109805.3,1,false,163625.56,false
15599452,43,Female,France,false,96,2018-09-03,605,125338.8,2,true,23970.13,false
15675256,33,Male,Spain,true,60,2021-09-02,555,127343.4,1,false,121789.3,false
15661626,45,Female,Germany,false,72,2020-09-02,732,98792.4,1,true,81491.7,true
15568885,34,Female,Germany,false,96,2018-09-03,620,102251.57,1,true,120672.09,false
15681887,33,Male,Germany,true,0,2026-09-01,758,129142.54,2,true,26606.28,false
15691287,33,Female,Germany,false,0,2026-09-01,675,141816.25,1,true,64815.05,true
15722083,39,Male,Spain,false,96,2018-09-03,591,0.0,2,false,42392.24,false
15799480,34,Male,France,true,0,2026-09-01,600,0.0,2,false,3756.23,false
15588904,33,Male,France,false,108,2017-09-03,692,0.0,1,true,113505.93,true
15577423,39,Female,Germany,false,60,2021-09-02,627,124586.93,1,true,93132.61,true
15574283,31,Male,France,true,24,2024-09-01,580,0.0,2,false,64014.24,false
15721793,50,Female,Germany,true,84,2019-09-03,510,123936.54,1,true,23768.01,false
15624595,35,Female,Spain,true,60,2021-09-02,512,124580.69,1,true,18785.48,false
15713160,25,Male,Spain,false,84,2019-09-03,669,157228.61,2,true,124382.9,false
15666012,40,Male,France,true,48,2022-09-02,603,102833.46,2,true,38829.11,false
15640521,33,Male,Germany,false,36,2023-09-02,552,144962.74,1,true,58844.84,true
15593694,49,Male,France,false,96,2018-09-03,814,0.0,2,false,157822.54,false
15789014,26,Female,France,false,72,2020-09-02,600,108909.12,1,true,82547.01,false
15615176,26,Male,France,false,84,2019-09-03,732,0.0,2,true,154364.66,false
15782089,33,Male,France,false,72,2020-09-02,685,0.0,1,true,58458.26,false
15638730,21,Female,France,true,0,2026-09-01,711,82844.33,2,false,1408.68,false
15750441,36,Male,France,true,60,2021-09-02,782,81210.72,2,false,108003.38,false
15613337,47,Male,France,true,24,2024-09-01,833,0.0,2,true,182247.77,false
15627042,26,Female,France,false,84,2019-09-03,555,0.0,2,true,93122.41,false
15812607,46,Female,Germany,true,72,2020-09-02,663,95439.4,1,true,21038.58,true
15576077,27,Female,France,true,108,2017-09-03,610,159561.93,1,false,103381.47,false
15710111,33,Male,France,false,72,2020-09-02,742,0.0,2,false,38550.4,false
15757015,41,Female,Germany,false,60,2021-09-02,783,106640.5,1,true,176945.96,false
15704651,26,Male,France,false,12,2025-09-01,0,0.0,2,false,121551.93,false
15740602,27,Female,Germany,true,48,2022-09-02,674,111568.01,1,false,22026.18,false
15778915,32,Female,France,true,84,2019-09-03,737,128551.36,2,false,189402.71,false
15778192,28,Male,Spain,true,48,2022-09-02,628,0.0,2,true,176750.81,false
15695465,36,Female,France,false,72,2020-09-02,638,0.0,1,true,164247.51,false
15778936,33,Male,France,false,108,2017-09-03,701,147510.34,1,true,190611.92,false
15699415,46,Female,France,false,72,2020-09-02,618,150213.71,1,true,120668.46,true
