customer_id,age,gender,geography,is_active,tenure_months,date_opened,credit_score,balance,num_products,has_cr_card,estimated_salary,is_churned
15754105,37,Male,France,false,60,2021-09-02,650,106967.18,1,false,24495.03,false
15797219,40,Female,France,false,120,2016-09-03,635,123497.58,1,true,131953.23,true
15644753,40,Male,Spain,true,36,2023-09-02,848,110929.96,1,true,30876.84,false
15622750,21,Female,Germany,false,12,2025-09-01,742,114292.48,1,true,31520.4,false
15753337,51,Male,France,false,60,2021-09-02,555,0.0,3,true,189122.89,true
15619529,27,Male,Spain,false,96,2018-09-03,531,132576.25,1,false,7222.92,false
15634281,43,Female,Germany,false,120,2016-09-03,720,110822.9,1,false,72861.94,false
15808846,21,Female,Germany,true,36,2023-09-02,672,165878.76,2,true,164537.17,false
15665438,43,Male,France,true,12,2025-09-01,669,163159.85,1,false,15602.8,false
15675675,32,Female,France,false,60,2021-09-02,850,106290.64,1,true,121982.73,false
15574296,23,Male,France,false,24,2024-09-01,757,80673.96,2,true,93991.65,false
15601659,59,Female,Germany,false,84,2019-09-03,496,91680.1,2,true,163141.18,true
15813504,25,Female,Germany,true,12,2025-09-01,543,146566.01,1,false,161407.48,false
15654408,41,Male,Spain,false,60,2021-09-02,562,165445.04,2,true,85787.31,false
15721460,60,Male,France,false,96,2018-09-03,678,185648.56,1,false,192156.54,true
15672299,44,Male,France,true,72,2020-09-02,510,0.0,2,true,175518.31,false
15664737,37,Female,Spain,true,84,2019-09-03,779,0.0,2,true,138542.87,false
15607065,34,Male,France,false,108,2017-09-03,765,91835.16,1,false,138280.17,false
15779627,31,Male,Germany,true,0,2026-09-01,573,134644.19,1,true,70381.49,false
15595557,22,Male,France,false,96,2018-09-03,798,0.0,2,true,107615.43,false
15709741,28,Male,France,false,48,2022-09-02,668,107141.27,1,true,193018.71,false
15611287,30,Female,France,true,48,2022-09-02,777,0.0,2,false,115611.97,false
15594515,44,Female,France,false,84,2019-09-03,568,0.0,2,false,62370.67,true
15579109,35,Male,Germany,true,60,2021-09-02,574,163856.76,1,true,15118.2,false
15815271,43,Male,Germany,false,72,2020-09-02,755,165048.5,3,true,16929.41,true
15756538,37,Female,France,true,60,2021-09-02,654,0.0,1,false,71492.28,false
15809509,37,Male,France,true,36,2023-09-02,699,125689.29,1,true,151623.71,false
15693893,59,Male,Germany,true,108,2017-09-03,684,122471.09,1,false,15807.07,false
15569867,29,Female,France,false,96,2018-09-03,529,0.0,2,true,19842.11,false
15598892,30,Male,France,false,48,2022-09-02,828,73070.18,2,false,161671.15,false
15586752,33,Male,Germany,true,96,2018-09-03,628,152143.89,1,true,32174.03,false
15779496,64,Male,France,true,0,2026-09-01,615,81564.1,2,false,35896.09,false
15801414,35,Female,France,false,24,2024-09-01,767,0.0,2,false,144251.38,false
15604138,34,Male,Spain,false,24,2024-09-01,749,0.0,1,false,174189.04,true
15621644,83,Male,Germany,true,72,2020-09-02,678,123356.63,1,false,92934.41,false
15728829,18,Male,France,false,84,2019-09-03,509,102983.91,1,true,171770.58,false
