customer_id,age,gender,geography,is_active,tenure_months,date_opened,credit_score,balance,num_products,has_cr_card,estimated_salary,is_churned
15619360,40,Male,Spain,false,48,2022-09-02,472,0.0,1,true,70154.22,false
15770811,36,Male,France,true,108,2017-09-03,519,0.0,2,false,145562.4,false
15669169,29,Male,Spain,true,120,2016-09-03,775,0.0,2,true,68143.93,false
15655339,36,Male,France,false,12,2025-09-01,566,142120.91,1,true,79616.37,false
15749050,36,Female,France,false,36,2023-09-02,548,0.0,1,true,65996.9,false
15630617,36,Male,Germany,true,72,2020-09-02,727,140418.81,1,true,113033.73,true
15573280,50,Male,Germany,true,72,2020-09-02,646,145295.31,2,true,27814.74,false
15694453,37,Male,Germany,true,108,2017-09-03,631,131519.49,2,true,51752.18,false
15716781,24,Male,France,true,84,2019-09-03,815,171922.72,1,false,178028.96,false
15588622,25,Male,Germany,true,84,2019-09-03,599,108380.72,1,true,79005.95,false
15654346,35,Male,Germany,true,12,2025-09-01,679,130463.55,2,true,37341.17,false
15573599,57,Female,France,true,72,2020-09-02,506,0.0,2,false,194421.12,true
15745355,41,Male,France,true,48,2022-09-02,597,153198.23,1,true,92090.36,false
15580134,27,Male,Spain,true,24,2024-09-01,479,172463.45,1,true,40315.27,false
15627847,40,Male,France,false,72,2020-09-02,850,0.0,1,true,136985.08,true
15595592,59,Female,France,false,24,2024-09-01,708,0.0,1,true,179673.11,true
15805704,32,Female,France,true,24,2024-09-01,745,0.0,4,false,179705.13,true
15574071,23,Male,Germany,true,24,2024-09-01,706,93301.97,2,false,127187.04,false
15598695,68,Female,Germany,true,108,2017-09-03,834,130169.27,2,false,93112.2,false
15720583,44,Female,Germany,true,0,2026-09-01,745,119638.21,1,true,34265.08,true
15613734,33,Female,France,true,72,2020-09-02,640,84719.13,2,true,113048.79,false
15636330,48,Female,Germany,false,12,2025-09-01,588,143279.58,2,true,31580.8,true
15617320,46,Female,Spain,false,36,2023-09-02,693,151709.33,1,true,180736.24,false
15627385,34,Male,France,true,60,2021-09-02,748,84009.47,1,true,137001.1,false
15605455,40,Male,France,false,108,2017-09-03,664,0.0,2,true,194767.3,false
15710087,54,Female,Germany,false,36,2023-09-02,705,125889.3,3,true,96013.5,true
15684722,34,Male,France,false,60,2021-09-02,490,122952.9,2,false,154360.97,false
15664615,30,Female,France,true,60,2021-09-02,689,136650.89,1,true,41865.72,true
15697691,41,Female,France,true,72,2020-09-02,512,0.0,1,true,100507.81,false
15686236,47,Female,Germany,false,12,2025-09-01,525,118087.68,1,true,88120.78,true
15775131,32,Male,Spain,true,108,2017-09-03,580,142188.2,2,false,128028.6,false
15661162,49,Male,Spain,false,24,2024-09-01,526,0.0,1,true,114539.67,true
15577598,23,Male,Spain,false,48,2022-09-02,1000,115636.05,2,true,70400.86,false
15703394,27,Male,Spain,false,36,2023-09-02,633,0.0,2,true,44008.91,false
15644849,32,Female,France,true,24,2024-09-01,655,0.0,1,true,71047.51,false
15603378,36,Female,France,true,36,2023-09-02,768,141334.95,1,false,125870.5,false
15731463,43,Male,Germany,true,120,2016-09-03,818,105301.5,1,true,78941.59,false
15677117,61,Female,France,true,72,2020-09-02,629,0.0,2,true,133672.61,false
15604832,29,Male,France,true,84,2019-09-03,633,0.0,1,true,130224.73,false
15744295,40,Male,France,false,12,2025-09-01,756,94773.11,1,true,114279.63,false
15773338,58,Male,France,true,24,2024-09-01,739,101579.28,1,true,72168.53,false
15603674,36,Male,France,true,12,2025-09-01,803,0.0,2,true,149370.93,false
