customer_id,age,gender,geography,is_active,tenure_months,date_opened,credit_score,balance,num_products,has_cr_card,estimated_salary,is_churned
15569590,42,Male,Germany,false,12,2025-09-01,601,98495.72,1,true,40014.76,true
15760085,48,Female,Germany,true,120,2016-09-03,684,126384.42,1,true,198129.36,false
15692132,22,Female,Spain,true,72,2020-09-02,717,101060.25,1,false,84699.56,false
15588537,41,Female,Spain,false,108,2017-09-03,615,109013.23,1,true,196499.96,false
15725311,31,Female,France,true,108,2017-09-03,726,114722.05,2,true,98178.57,false
15790678,32,Female,France,false,96,2018-09-03,475,119023.28,1,true,100816.29,false
15812191,33,Male,France,false,48,2022-09-02,553,118082.89,1,false,94440.45,false
15716835,24,Male,France,true,96,2018-09-03,546,156325.38,1,true,125381.02,false
15805449,38,Male,France,false,48,2022-09-02,594,0.0,2,false,186884.04,false
15658532,63,Female,Spain,true,60,2021-09-02,520,162278.32,1,true,34765.33,false
15580845,57,Male,Germany,true,84,2019-09-03,685,101868.51,1,false,113483.96,false
15772777,29,Female,Spain,true,120,2016-09-03,850,0.0,2,true,94815.04,false
15569222,32,Male,France,true,72,2020-09-02,781,147107.91,1,true,40066.95,false
15644005,33,Female,France,true,108,2017-09-03,571,0.0,2,false,77519.62,false
15595588,39,Female,Spain,true,48,2022-09-02,773,0.0,2,false,182081.45,false
15706587,57,Male,France,true,0,2026-09-01,560,0.0,2,false,116781.71,false
15571148,21,Female,Spain,false,12,2025-09-01,645,0.0,2,false,28726.07,false
15581036,40,Female,Germany,false,36,2023-09-02,712,109308.79,2,true,120158.72,true
15610140,34,Female,France,false,60,2021-09-02,601,0.0,2,true,27022.57,false
15727467,27,Female,France,false,36,2023-09-02,485,0.0,2,true,141449.86,false
15801699,43,Male,Spain,true,60,2021-09-02,436,0.0,2,true,35687.43,false
15790829,45,Female,France,false,60,2021-09-02,703,0.0,1,true,131906.44,false
15599860,26,Female,Spain,true,96,2018-09-03,647,109958.15,1,true,136592.24,true
15570051,38,Female,Germany,false,72,2020-09-02,775,179886.41,2,false,153122.58,false
15658852,38,Male,France,true,96,2018-09-03,676,0.0,2,true,133692.88,false
15611961,35,Male,France,false,84,2019-09-03,615,0.0,2,true,150784.29,false
15762134,59,Male,Germany,true,96,2018-09-03,506,119152.1,2,true,170679.74,false
15613816,39,Female,Spain,true,72,2020-09-02,539,62052.28,1,false,59755.14,false
15584338,40,Female,France,false,0,2026-09-01,714,0.0,2,true,62762.12,false
15601417,32,Male,France,true,36,2023-09-02,681,148884.47,2,true,90967.37,false
15731519,30,Female,France,false,60,2021-09-02,511,0.0,2,true,143994.86,false
15606435,69,Male,Germany,true,24,2024-09-01,593,187013.13,2,false,105898.69,false
15703037,37,Male,France,true,60,2021-09-02,618,9999999.0,1,false,178705.45,true
15624471,37,Male,France,false,72,2020-09-02,850,0.0,2,true,109291.22,false
15622801,27,Female,France,true,96,2018-09-03,555,102000.17,1,true,116757.0,false
15619608,50,Female,Germany,false,120,2016-09-03,454,92895.56,1,true,154344.0,true
15685826,37,Male,France,false,84,2019-09-03,563,90727.79,1,true,122268.75,false
15648725,41,Male,France,true,36,2023-09-02,660,0.0,2,true,108665.89,false
15679394,41,Female,France,true,48,2022-09-02,651,38617.2,1,true,104876.8,false
15736533,37,Female,Germany,false,60,2021-09-02,730,124053.03,1,true,118591.67,false
15620103,40,Female,France,true,96,2018-09-03,660,167181.01,1,true,185156.94,false
15756848,42,Male,Spain,true,120,2016-09-03,633,0.0,1,false,79408.17,false
15695819,43,Male,Germany,false,60,2021-09-02,504,134740.19,2,true,181430.91,false
15603035,34,Male,France,true,36,2023-09-02,651,0.0,2,true,105599.65,false
15791342,31,Male,Spain,true,12,2025-09-01,660,84560.04,1,true,137784.25,false
15771054,35,Male,Spain,false,60,2021-09-02,469,0.0,2,true,186490.37,false
15770375,26,Female,Germany,false,96,2018-09-03,850,123126.29,1,true,74425.41,false
15570271,31,Male,Spain,true,72,2020-09-02,577,0.0,1,true,196395.25,false
15729359,29,Female,France,true,108,2017-09-03,837,0.0,2,true,41866.26,false
15768495,32,Female,France,true,96,2018-09-03,700,110923.15,2,true,161845.81,true
15798615,47,Female,France,false,108,2017-09-03,850,137301.87,1,true,44351.77,false
