customer_id,age,gender,geography,is_active,tenure_months,date_opened,credit_score,balance,num_products,has_cr_card,estimated_salary,is_churned
15625047,38,Female,France,true,60,2021-09-02,846,0.0,1,true,187616.16,false
15745354,37,Female,Spain,false,48,2022-09-02,611,0.0,2,true,125696.26,false
15652883,39,Male,Germany,false,120,2016-09-03,492,124576.65,2,true,148584.61,false
15663438,36,Male,Spain,false,0,2026-09-01,688,89772.3,1,true,177383.68,true
15660316,34,Female,Germany,false,12,2025-09-01,420,135549.9,1,false,149471.13,true
15613141,41,Female,France,true,36,2023-09-02,717,135756.96,1,true,103706.41,false
15724889,38,Male,Spain,true,108,2017-09-03,665,0.0,1,false,87412.74,false
15589643,41,Female,Spain,true,84,2019-09-03,684,0.0,1,true,138394.37,false
15797595,40,Female,France,true,108,2017-09-03,709,131569.63,1,true,103970.58,false
15749019,45,Male,Germany,true,72,2020-09-02,545,93796.42,2,true,162321.26,false
15735522,37,Male,Germany,false,24,2024-09-01,654,145610.07,2,false,186300.59,false
15720838,31,Female,Spain,true,36,2023-09-02,689,139799.63,1,false,120663.57,false
15577064,36,Male,Germany,false,24,2024-09-01,592,104702.65,2,true,107948.72,false
15648702,70,Male,Germany,true,72,2020-09-02,775,119684.88,2,true,74532.02,false
15774872,36,Male,France,false,120,2016-09-03,663,0.0,2,true,136349.55,false
15666270,40,Female,France,false,24,2024-09-01,676,147803.48,1,true,95181.06,true
15795151,38,Female,France,false,36,2023-09-02,705,123894.43,1,true,21177.1,false
15671148,33,Male,Germany,false,60,2021-09-02,490,96341.0,2,false,108313.34,false
15684516,34,Male,Spain,false,12,2025-09-01,629,121151.05,1,false,119357.93,false
15792916,40,Female,Spain,true,84,2019-09-03,559,144470.77,1,true,18917.95,false
15724719,22,Female,France,false,84,2019-09-03,550,139096.85,1,true,129890.94,false
15731281,35,Female,Germany,true,36,2023-09-02,704,154206.07,2,true,40261.49,false
15720968,27,Male,Germany,false,24,2024-09-01,606,130274.26,2,true,147533.09,false
15657830,43,Male,France,false,48,2022-09-02,663,87624.03,2,true,149401.33,false
15658364,40,Female,Germany,true,12,2025-09-01,807,134590.21,1,true,46253.65,false
15598982,53,Female,Germany,true,60,2021-09-02,602,98268.84,1,false,45038.29,true
15703167,45,Female,France,false,96,2018-09-03,628,0.0,2,true,193903.06,false
15632125,45,Male,Germany,true,60,2021-09-02,606,63832.43,1,true,93707.8,false
15724924,37,Female,France,true,72,2020-09-02,589,138497.84,1,false,18988.58,false
15593943,43,Female,France,true,12,2025-09-01,685,132667.17,1,true,41876.98,false
15765732,24,Female,Spain,true,72,2020-09-02,564,149592.14,1,true,153771.8,false
15697460,34,Male,Germany,true,48,2022-09-02,596,99441.21,2,false,4802.27,false
15761554,54,Male,France,false,48,2022-09-02,581,89299.81,1,false,5558.47,true
15648876,34,Female,France,false,60,2021-09-02,501,0.0,1,true,27380.99,false
15592412,45,Male,Germany,false,48,2022-09-02,713,131038.14,1,true,74005.04,true
15793070,41,Female,Spain,false,24,2024-09-01,494,69974.66,2,true,188426.13,true
15765402,39,Female,France,false,72,2020-09-02,520,145644.05,1,false,104118.93,false
15717191,49,Male,France,true,12,2025-09-01,508,93817.41,2,true,132468.76,true
15813660,40,Male,Spain,true,24,2024-09-01,754,160625.17,1,false,3554.63,false
15717770,55,Female,Spain,false,84,2019-09-03,850,0.0,1,false,171762.87,true
15689671,27,Male,Spain,true,48,2022-09-02,775,0.0,1,true,40807.26,false
15624397,43,Male,France,true,96,2018-09-03,627,71240.3,1,false,127734.16,false
15712199,61,Female,Germany,true,24,2024-09-01,-20,183997.7,2,true,161217.18,false
15620443,81,Female,France,true,72,2020-09-02,711,0.0,2,true,72276.24,false
15807239,34,Female,France,false,84,2019-09-03,664,93920.47,1,false,179913.98,false
15675983,36,Female,France,true,36,2023-09-02,692,79551.12,1,false,178267.07,false
15666767,35,Male,France,false,12,2025-09-01,508,86893.28,1,false,59374.82,false
15703707,44,Male,France,false,120,2016-09-03,656,143571.52,1,false,127444.14,false
