customer_id,ticket_id,issue_type,severity,resolution_time_hrs
15788448,51,Card Problem,Low,2.0
15642004,186,Login Issue,Medium,9.8
15685226,559,Login Issue,Critical,6.5
15720559,595,Card Problem,Low,4.6
15802593,772,Login Issue,Medium,5.1
15715142,968,App Bug,Medium,16.1
15747542,1160,Login Issue,Low,1.9
15646810,1256,Card Problem,Low,4.1
15754713,1311,Fraud Alert,Low,2.9
15640454,1665,Card Problem,Low,2.4
15808182,1670,App Bug,High,17.8
15710206,2039,Fraud Alert,Low,2.0
15720662,2168,Billing,Medium,6.3
15651802,2264,App Bug,High,26.5
15758726,2289,Login Issue,Medium,7.3
15779738,2941,Fraud Alert,Medium,5.2
15574886,3439,App Bug,Medium,6.5
15592645,3475,Fraud Alert,Medium,7.7
15627352,3866,Login Issue,Medium,13.2
15576824,3889,Card Problem,Critical,50.2
15672330,ticket_4659,Login Issue,Medium,4.6
15801218,5009,Login Issue,High,58.6
15626806,ticket_5217,Card Problem,Low,2.3
15703541,5275,Card Problem,Low,3.1
15769110,5493,Fraud Alert,Medium,10.8
15707674,5923,Loan Query,Medium,16.0
15773512,5942,Billing,Low,1.5
15669175,6208,Loan Query,High,31.9
15569364,6292,Login Issue,Critical,45.9
15687153,6558,Billing,High,58.8
15701281,6657,Card Problem,Medium,5.2
15625819,7364,Billing,High,35.0
15745030,7432,Billing,Low,1.4
15654025,7546,Login Issue,High,32.1
15615004,7836,App Bug,Low,6.5
15573284,8054,Fraud Alert,Low,6.5
15643188,8121,Card Problem,Low,3.9
15570895,8699,App Bug,Low,2.3
15807473,8866,Billing,Low,2.9
15614923,9316,Billing,Low,2.1
15771299,9380,Billing,Low,4.4
15785654,9575,Billing,Low,4.9
15654457,9592,Login Issue,Low,4.3
15807546,10195,Fraud Alert,Medium,5.7
15625311,10295,App Bug,Low,1.3
15768777,10545,Login Issue,Medium,5.3
15679453,10759,Login Issue,High,42.4
15783338,11050,Fraud Alert,High,18.8
15618562,11533,Card Problem,Low,4.7
15605072,11773,Loan Query,Critical,49.1
15804104,11848,Loan Query,High,33.6
15656141,12036,Loan Query,Low,3.0
15719426,12091,Login Issue,Low,3.6
15752312,12507,Fraud Alert,High,27.3
15648638,12929,Billing,Low,1.2
15601977,13459,Login Issue,High,26.7
15730579,13532,Fraud Alert,Low,2.6
15705174,13627,Loan Query,Medium,8.6
15594612,13928,Billing,Low,4.9
