customer_id,ticket_id,issue_type,severity,resolution_time_hrs
15686302,586,Fraud Alert,Medium,5.4
15801559,590,App Bug,Low,4.3
15810432,591,Card Problem,High,30.8
15746902,731,Login Issue,High,29.0
15591711,1285,Loan Query,High,26.1
15684865,1766,App Bug,Medium,11.1
15583595,2145,Card Problem,Low,2.8
15604588,2681,Loan Query,Low,2.7
15587913,2800,Loan Query,Medium,9.6
15739576,3194,App Bug,Low,2.3
15594685,3212,Loan Query,Low,2.4
15785170,4561,Loan Query,Low,2.8
15594827,5030,Card Problem,Medium,9.6
15741745,5072,App Bug,Medium,8.0
15689152,5283,Billing,Low,2.4
15738634,5832,Fraud Alert,Low,2.1
15790324,6213,Login Issue,Medium,10.7
15581733,6591,Card Problem,Medium,6.8
15624820,6838,Loan Query,Low,2.8
15729515,7021,Login Issue,High,16.4
15616152,7211,Login Issue,Medium,5.9
15720968,7579,Card Problem,High,30.8
15710012,7596,Login Issue,Medium,11.3
15678571,7711,Card Problem,Low,2.8
15804201,7712,Loan Query,Low,2.6
15614361,7814,Loan Query,Medium,8.5
15801431,7979,Login Issue,Low,2.3
15641934,8251,Login Issue,High,30.3
15726058,8260,Fraud Alert,Low,1.4
15615050,8515,Billing,Low,3.4
15641595,8790,Card Problem,High,12.1
15680683,9304,App Bug,Medium,4.2
15792668,9336,Fraud Alert,Low,3.2
15768282,9542,Card Problem,Medium,4.9
15680421,9602,Login Issue,Low,1.3
15798895,10006,Billing,High,30.6
15635598,10358,App Bug,Critical,63.6
15737542,10538,Billing,Low,1.8
15693382,10632,Login Issue,Low,2.1
15764491,11054,App Bug,High,18.6
15572777,11357,App Bug,High,33.2
15769783,11383,Billing,Critical,37.1
15771674,11414,Card Problem,Medium,8.5
15620746,11427,App Bug,Critical,51.5
15663987,11910,Login Issue,Low,1.6
15637599,12070,Login Issue,Low,2.7
15713599,12185,App Bug,Low,2.1
15586029,12614,Login Issue,Low,1.7
15643770,12868,App Bug,Medium,15.3
15591724,13283,App Bug,Low,1.5
15709256,13395,Loan Query,Critical,30.1
15766066,13412,Login Issue,Low,2.2
