customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15738267,1213,Fee Waiver,false,2025-08-03,No,2025-08-03
15566958,1536,Loyalty Bonus,false,2025-02-09,No,2025-02-09
15610337,1788,Fee Waiver,false,2025-06-03,No,2025-06-03
15808784,1804,Product Upgrade,false,2025-10-06,No,2025-10-06
15633877,1941,Fee Waiver,false,2026-03-09,No,2026-03-09
15772632,1982,Fee Waiver,false,2024-09-17,No,2024-09-17
15679249,2013,Product Upgrade,false,2025-04-30,No,2025-04-30
15665221,2121,Loyalty Bonus,"",2025-08-20,Unknown,2025-08-20
15690188,2389,Cashback,true,2026-07-31,Yes,2026-07-31
15623502,2610,Cashback,true,2026-06-10,Yes,2026-06-10
15684103,2774,Rate Discount,true,2026-07-21,Yes,2026-07-21
15602731,2967,Fee Waiver,false,2026-07-27,No,2026-07-27
15790267,3080,Loyalty Bonus,true,2026-06-22,Yes,2026-06-22
15666652,3504,Product Upgrade,true,2026-08-16,Yes,2026-08-16
15669175,3565,Cashback,false,2025-09-17,No,2025-09-17
15719827,3630,Loyalty Bonus,false,2025-12-17,No,2025-12-17
15661532,3726,Fee Waiver,true,2026-07-31,Yes,2026-07-31
15742971,3801,Loyalty Bonus,true,2026-05-24,Yes,2026-05-24
15702337,3936,Loyalty Bonus,false,2025-03-14,No,2025-03-14
15806284,4088,Loyalty Bonus,true,2025-02-07,Yes,2025-02-07
15660840,4221,Product Upgrade,false,2026-01-11,No,2026-01-11
15710012,4343,Product Upgrade,true,2025-12-23,Yes,2025-12-23
15813640,4362,Product Upgrade,true,2026-08-13,Yes,2026-08-13
15722322,4429,Loyalty Bonus,true,2026-05-05,Yes,2026-05-05
15782993,4457,Loyalty Bonus,false,2026-01-04,No,2026-01-04
15714575,4802,Loyalty Bonus,false,2025-07-10,No,2025-07-10
15737910,4912,Cashback,false,2026-04-17,No,2026-04-17
15643359,4925,Product Upgrade,false,2026-01-02,No,2026-01-02
15613923,4979,Fee Waiver,true,2024-09-15,Yes,2024-09-15
15664506,5515,Loyalty Bonus,false,2026-01-09,No,2026-01-09
15762793,5516,Fee Waiver,true,"",Yes,1900-01-01
15686913,6007,Loyalty Bonus,false,2025-10-15,No,2025-10-15
15667460,6111,Product Upgrade,false,2025-07-23,No,2025-07-23
15666297,6124,Rate Discount,false,2026-07-04,No,2026-07-04
15628308,6182,Cashback,false,2026-05-15,No,2026-05-15
15571221,663,Fee Waiver,false,2025-04-11,No,2025-04-11
15692142,6747,Cashback,false,2026-01-12,No,2026-01-12
15728709,6823,Cashback,false,2024-12-20,No,2024-12-20
15705050,6921,Fee Waiver,true,2024-12-05,Yes,2024-12-05
15801994,6948,Cashback,false,2026-05-29,No,2026-05-29
15733111,7192,Product Upgrade,true,2025-10-29,Yes,2025-10-29
15679029,7291,Cashback,false,2025-02-09,No,2025-02-09
15808017,730,Product Upgrade,true,2026-03-07,Yes,2026-03-07
15659355,7607,Rate Discount,false,2025-04-22,No,2025-04-22
15736327,7887,Loyalty Bonus,true,2026-03-01,Yes,2026-03-01
15590177,7947,Product Upgrade,true,2026-01-23,Yes,2026-01-23
15673055,917,Rate Discount,true,2025-08-06,Yes,2025-08-06
