customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15765537,1073,Rate Discount,true,2025-08-31,Yes,2025-08-31
15597131,1219,Fee Waiver,true,2025-03-05,Yes,2025-03-05
15799825,1634,Cashback,false,2025-12-13,No,2025-12-13
15771702,1649,Cashback,false,2026-08-24,No,2026-08-24
15664881,1719,Loyalty Bonus,false,2024-12-28,No,2024-12-28
15762169,1761,Product Upgrade,false,2024-10-07,No,2024-10-07
15623430,1913,Product Upgrade,true,2025-08-08,Yes,2025-08-08
15662098,2226,Fee Waiver,false,2024-11-20,No,2024-11-20
15576360,2301,Cashback,true,2025-05-17,Yes,2025-05-17
15633531,2378,Loyalty Bonus,true,2025-08-16,Yes,2025-08-16
15727696,2399,Cashback,true,2026-04-03,Yes,2026-04-03
15800890,2527,Loyalty Bonus,false,2025-08-09,No,2025-08-09
15701537,2548,Product Upgrade,false,2025-12-23,No,2025-12-23
15761453,2883,Product Upgrade,true,2024-12-23,Yes,2024-12-23
15760244,2990,Product Upgrade,true,2026-02-16,Yes,2026-02-16
15766166,3571,Product Upgrade,true,2026-08-17,Yes,2026-08-17
15805523,3587,Loyalty Bonus,true,2025-01-25,Yes,2025-01-25
15787470,392,Product Upgrade,false,2025-04-13,No,2025-04-13
15754577,4061,Fee Waiver,false,2026-07-27,No,2026-07-27
15595158,4281,Product Upgrade,false,2025-08-20,No,2025-08-20
15641490,4284,Product Upgrade,false,2025-05-06,No,2025-05-06
15659094,4426,Fee Waiver,true,2026-02-16,Yes,2026-02-16
15766649,4534,Loyalty Bonus,false,2026-08-31,No,2026-08-31
15656100,4922,Fee Waiver,true,2024-11-28,Yes,2024-11-28
15656471,5061,Fee Waiver,true,2025-03-06,Yes,2025-03-06
15773804,5296,Rate Discount,false,2025-12-25,No,2025-12-25
15588450,5371,Cashback,true,2025-04-18,Yes,2025-04-18
15670755,637,Fee Waiver,true,2025-02-02,Yes,2025-02-02
15770539,6505,Fee Waiver,true,2025-07-06,Yes,2025-07-06
15566790,6541,Fee Waiver,false,2025-06-22,No,2025-06-22
15570141,6553,Rate Discount,false,2026-06-24,No,2026-06-24
15683339,7275,Rate Discount,false,2026-04-21,No,2026-04-21
15692977,7285,Cashback,true,2026-04-07,Yes,2026-04-07
15655175,7390,Rate Discount,false,2025-03-29,No,2025-03-29
15734659,7536,Product Upgrade,true,2024-12-06,Yes,2024-12-06
15782390,758,Cashback,false,2025-08-01,No,2025-08-01
15618950,7623,Cashback,false,2025-10-30,No,2025-10-30
15796834,7679,Rate Discount,false,2026-03-02,No,2026-03-02
15678886,923,Cashback,false,2025-10-15,No,2025-10-15
