customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15658306,1021,Cashback,true,2025-10-26,Yes,2025-10-26
15684267,1429,Fee Waiver,true,2025-02-08,Yes,2025-02-08
15623647,1584,Fee Waiver,true,2025-11-28,Yes,2025-11-28
15617617,1673,Loyalty Bonus,true,2025-10-06,Yes,2025-10-06
15719561,1692,Fee Waiver,false,2026-03-29,No,2026-03-29
15718153,1972,Fee Waiver,false,2026-04-22,No,2026-04-22
15666548,2031,Product Upgrade,false,2026-01-30,No,2026-01-30
15765322,2149,Fee Waiver,false,2026-06-01,No,2026-06-01
15813439,2155,Fee Waiver,true,2026-03-18,Yes,2026-03-18
15644724,2224,Rate Discount,true,2026-05-03,Yes,2026-05-03
15658339,2349,Cashback,true,2025-10-16,Yes,2025-10-16
15659325,2701,Rate Discount,false,2024-12-27,No,2024-12-27
15651352,2702,Cashback,false,2025-05-17,No,2025-05-17
15676715,308,Fee Waiver,true,2025-10-25,Yes,2025-10-25
15685245,3090,Rate Discount,true,2026-04-12,Yes,2026-04-12
15781589,348,Product Upgrade,true,2026-06-11,Yes,2026-06-11
15763980,3496,Cashback,true,2026-06-04,Yes,2026-06-04
15701376,356,Product Upgrade,false,2025-11-29,No,2025-11-29
15698758,3582,Fee Waiver,true,2024-09-12,Yes,2024-09-12
15697318,3646,Cashback,true,2026-02-03,Yes,2026-02-03
15758136,3745,Cashback,false,2025-03-13,No,2025-03-13
15579617,3777,Rate Discount,true,2024-11-13,Yes,2024-11-13
15668270,3914,Loyalty Bonus,true,2025-01-13,Yes,2025-01-13
15572051,4132,Product Upgrade,false,2025-03-31,No,2025-03-31
15587240,4144,Fee Waiver,false,2025-10-25,No,2025-10-25
15662245,4370,Cashback,true,2025-05-10,Yes,2025-05-10
15682021,4584,Rate Discount,true,2025-11-03,Yes,2025-11-03
15745417,459,Rate Discount,false,2025-11-02,No,2025-11-02
15568885,4631,Fee Waiver,false,2026-08-12,No,2026-08-12
15698167,4817,Product Upgrade,false,2025-07-03,No,2025-07-03
15783007,4837,Product Upgrade,false,2026-07-29,No,2026-07-29
15598162,4953,Fee Waiver,false,2026-04-12,No,2026-04-12
15603925,512,Rate Discount,false,2025-01-12,No,2025-01-12
15573348,5193,Rate Discount,false,2026-02-25,No,2026-02-25
15621195,5199,Rate Discount,true,2025-04-04,Yes,2025-04-04
15659100,5735,Rate Discount,true,2026-07-09,Yes,2026-07-09
15808023,5911,Fee Waiver,true,2026-01-28,Yes,2026-01-28
15776494,6140,Fee Waiver,false,2024-11-09,No,2024-11-09
15652782,6305,Rate Discount,false,2026-06-16,No,2026-06-16
15588341,6375,Loyalty Bonus,true,2025-10-28,Yes,2025-10-28
15709142,6376,Rate Discount,true,2026-01-13,Yes,2026-01-13
15702014,64,Rate Discount,true,2025-11-25,Yes,2025-11-25
15620836,6445,Loyalty Bonus,true,2025-06-16,Yes,2025-06-16
15752507,6708,Product Upgrade,false,2025-02-01,No,2025-02-01
15707567,710,Product Upgrade,true,2025-08-28,Yes,2025-08-28
15580953,7565,Loyalty Bonus,true,2026-05-13,Yes,2026-05-13
15655171,7609,Product Upgrade,true,2026-08-03,Yes,2026-08-03
15580462,7910,Cashback,false,2025-11-25,No,2025-11-25
