customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15660422,1008,Rate Discount,true,2025-12-30,Yes,2025-12-30
15755868,1305,Loyalty Bonus,false,2026-06-28,No,2026-06-28
15725664,1435,Loyalty Bonus,true,2026-03-12,Yes,2026-03-12
15583718,1487,Cashback,false,2025-09-27,No,2025-09-27
15788218,15,Cashback,true,2025-02-16,Yes,2025-02-16
15689168,1686,Fee Waiver,false,2026-03-06,No,2026-03-06
15609998,1765,Rate Discount,false,2025-08-19,No,2025-08-19
15599301,2144,Cashback,false,2026-08-05,No,2026-08-05
15622494,2199,Fee Waiver,true,2025-05-26,Yes,2025-05-26
15700696,232,Loyalty Bonus,true,2025-01-21,Yes,2025-01-21
15787071,234,Loyalty Bonus,false,2024-11-02,No,2024-11-02
15669411,2341,Fee Waiver,false,2025-07-03,No,2025-07-03
15594762,2605,Product Upgrade,true,2025-04-19,Yes,2025-04-19
15588080,2628,Cashback,true,2025-11-07,Yes,2025-11-07
15681924,2720,Cashback,true,2026-07-01,Yes,2026-07-01
15749905,2729,Rate Discount,true,2025-08-22,Yes,2025-08-22
15728669,282,Fee Waiver,false,2026-08-03,No,2026-08-03
15610900,2953,Rate Discount,true,2024-12-25,Yes,2024-12-25
15685245,3089,Cashback,"",2025-11-14,Unknown,2025-11-14
15725639,3280,Rate Discount,false,2025-10-02,No,2025-10-02
15585222,3454,Cashback,true,2025-01-07,Yes,2025-01-07
15648898,3661,Fee Waiver,true,2024-10-15,Yes,2024-10-15
15754113,3819,Fee Waiver,"",2026-06-08,Unknown,2026-06-08
15799384,383,Cashback,false,2024-10-11,No,2024-10-11
15634936,3953,Rate Discount,true,2025-06-04,Yes,2025-06-04
15736124,4415,Fee Waiver,false,2024-09-21,No,2024-09-21
15727688,448,Product Upgrade,false,2025-07-08,No,2025-07-08
15749300,4789,Product Upgrade,false,2025-08-09,No,2025-08-09
15669011,4856,Fee Waiver,false,2025-02-11,No,2025-02-11
15781534,5079,Fee Waiver,false,2025-08-14,No,2025-08-14
15600510,5170,Product Upgrade,true,"",Yes,1900-01-01
15677141,5306,Product Upgrade,true,2025-05-27,Yes,2025-05-27
15569590,54,Fee Waiver,true,2025-10-14,Yes,2025-10-14
15643826,5412,Fee Waiver,false,2025-07-20,No,2025-07-20
15762045,5855,Product Upgrade,true,2025-03-21,Yes,2025-03-21
15748691,6069,Product Upgrade,true,2025-10-26,Yes,2025-10-26
15678779,6091,Loyalty Bonus,true,2026-08-28,Yes,2026-08-28
15572706,6333,Product Upgrade,true,2026-06-27,Yes,2026-06-27
15778694,6407,Rate Discount,true,2025-11-23,Yes,2025-11-23
15765283,6612,Cashback,false,2026-04-23,No,2026-04-23
15666633,700,Product Upgrade,false,2024-09-20,No,2024-09-20
15579189,7256,Loyalty Bonus,false,2025-06-10,No,2025-06-10
15634591,7434,Loyalty Bonus,false,2026-08-30,No,2026-08-30
15673020,7953,Product Upgrade,false,2025-12-27,No,2025-12-27
15732202,7980,Rate Discount,false,2025-01-12,No,2025-01-12
15636756,offer_1254,Rate Discount,true,2026-08-31,Yes,2026-08-31
