customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15583595,1200,Rate Discount,"",2025-10-15,Unknown,2025-10-15
15718944,1308,Fee Waiver,false,2025-10-02,No,2025-10-02
15773039,185,Product Upgrade,true,2025-03-16,Yes,2025-03-16
15717898,2165,Cashback,false,2024-10-31,No,2024-10-31
15791373,2575,Product Upgrade,false,2025-08-07,No,2025-08-07
15568120,2843,Rate Discount,false,2025-09-15,No,2025-09-15
15628558,3415,Rate Discount,"",2025-01-13,Unknown,2025-01-13
15609319,3460,Cashback,true,2026-03-22,Yes,2026-03-22
15627881,3718,Product Upgrade,false,2026-02-04,No,2026-02-04
15801431,4599,Cashback,false,2025-06-15,No,2025-06-15
15753888,4694,Fee Waiver,false,2026-05-15,No,2026-05-15
15654300,4713,Loyalty Bonus,false,2025-07-02,No,2025-07-02
15612095,4781,Fee Waiver,true,2024-10-05,Yes,2024-10-05
15703037,4973,Rate Discount,false,2025-10-06,No,2025-10-06
15734365,5331,Fee Waiver,true,2025-12-15,Yes,2025-12-15
15588933,5396,Cashback,true,2025-11-26,Yes,2025-11-26
15625035,5491,Rate Discount,false,2026-06-26,No,2026-06-26
15571415,5675,Rate Discount,false,2026-08-30,No,2026-08-30
15717700,5902,Fee Waiver,true,2025-01-15,Yes,2025-01-15
15676156,5951,Cashback,false,2026-06-24,No,2026-06-24
15600027,6066,Cashback,true,2026-05-24,Yes,2026-05-24
15713250,6070,Cashback,false,2025-12-17,No,2025-12-17
15760456,6294,Product Upgrade,false,2025-06-24,No,2025-06-24
15693877,6435,Fee Waiver,true,2025-05-03,Yes,2025-05-03
15812351,653,Loyalty Bonus,true,2026-01-31,Yes,2026-01-31
15624343,6651,Fee Waiver,true,2025-07-09,Yes,2025-07-09
15671973,7107,Fee Waiver,false,2025-05-20,No,2025-05-20
15623489,7375,Loyalty Bonus,false,2026-05-05,No,2026-05-05
15624013,7404,Rate Discount,true,2026-06-15,Yes,2026-06-15
15585255,753,Product Upgrade,false,2025-10-20,No,2025-10-20
15797190,7738,Rate Discount,true,2025-10-15,Yes,2025-10-15
15696054,7753,Loyalty Bonus,false,2025-07-26,No,2025-07-26
15763907,7866,Product Upgrade,false,2026-08-13,No,2026-08-13
15770041,7916,Product Upgrade,true,2025-03-23,Yes,2025-03-23
15657105,8016,Cashback,true,2025-05-15,Yes,2025-05-15
