customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15598751,1160,Fee Waiver,false,2025-07-11,No,2025-07-11
15690678,1230,Loyalty Bonus,true,2025-09-05,Yes,2025-09-05
15772995,1403,Product Upgrade,true,2025-10-06,Yes,2025-10-06
15766289,2440,Product Upgrade,true,2025-08-16,Yes,2025-08-16
15670615,2652,Fee Waiver,true,2025-04-10,Yes,2025-04-10
15637178,2740,Fee Waiver,false,2025-04-01,No,2025-04-01
15678317,2996,Rate Discount,false,2025-03-12,No,2025-03-12
15604792,3096,Cashback,true,2024-12-03,Yes,2024-12-03
15639669,3116,Cashback,true,2025-09-13,Yes,2025-09-13
15587611,3686,Fee Waiver,true,2025-10-05,Yes,2025-10-05
15575858,3934,Loyalty Bonus,true,2024-11-09,Yes,2024-11-09
15628530,3956,Rate Discount,false,2025-08-30,No,2025-08-30
15674433,4087,Fee Waiver,true,2025-03-05,Yes,2025-03-05
15787255,4114,Cashback,false,2026-01-12,No,2026-01-12
15743490,4259,Fee Waiver,false,2025-06-19,No,2025-06-19
15598161,4350,Cashback,false,2024-10-24,No,2024-10-24
15729557,4481,Fee Waiver,true,2025-08-19,Yes,2025-08-19
15812184,4774,Cashback,false,2026-08-03,No,2026-08-03
15589323,4831,Rate Discount,true,2025-01-22,Yes,2025-01-22
15580560,4963,Fee Waiver,true,2026-03-08,Yes,2026-03-08
15666975,5182,Rate Discount,false,2025-12-02,No,2025-12-02
15647091,56,Cashback,true,2026-01-24,Yes,2026-01-24
15696826,5606,Cashback,true,2025-04-22,Yes,2025-04-22
15709459,5664,Cashback,false,2024-10-11,No,2024-10-11
15638272,5980,Rate Discount,false,2024-10-23,No,2024-10-23
15620204,599,Rate Discount,true,2026-06-03,Yes,2026-06-03
15713440,6389,Rate Discount,"",2025-01-25,Unknown,2025-01-25
15573045,6426,Fee Waiver,true,2025-08-17,Yes,2025-08-17
15592451,6579,Rate Discount,true,2026-01-18,Yes,2026-01-18
15636069,6619,Cashback,true,2025-12-04,Yes,2025-12-04
15770474,7238,Fee Waiver,true,2026-01-09,Yes,2026-01-09
15777033,7657,Product Upgrade,true,2026-03-15,Yes,2026-03-15
15641688,7678,Rate Discount,false,2025-02-06,No,2025-02-06
