customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15722364,1096,Cashback,true,2024-10-13,Yes,2024-10-13
15596671,1146,Cashback,false,2025-12-19,No,2025-12-19
15792329,1595,Product Upgrade,true,2024-10-09,Yes,2024-10-09
15727490,1996,Loyalty Bonus,false,2026-07-28,No,2026-07-28
15808473,204,Fee Waiver,false,2025-04-03,No,2025-04-03
15738411,2050,Fee Waiver,true,2024-10-21,Yes,2024-10-21
15806688,2212,Fee Waiver,false,2024-09-28,No,2024-09-28
15594577,2501,Loyalty Bonus,true,2025-08-27,Yes,2025-08-27
15632079,2919,Cashback,false,2024-12-10,No,2024-12-10
15684147,3349,Product Upgrade,false,2025-12-17,No,2025-12-17
15721251,3472,Fee Waiver,true,2024-09-10,Yes,2024-09-10
15694404,3475,Fee Waiver,false,2026-08-24,No,2026-08-24
15717290,3542,Cashback,false,2026-01-28,No,2026-01-28
15658158,3616,Fee Waiver,false,2025-07-27,No,2025-07-27
15720559,363,Cashback,false,2024-11-29,No,2024-11-29
15786739,3815,Product Upgrade,false,2026-05-24,No,2026-05-24
15698528,3859,Rate Discount,true,2025-03-10,Yes,2025-03-10
15785798,399,Fee Waiver,true,2026-08-30,Yes,2026-08-30
15788494,5075,Rate Discount,true,2026-06-10,Yes,2026-06-10
15587978,5222,Rate Discount,true,2024-11-03,Yes,2024-11-03
15652658,5785,Cashback,false,2026-08-04,No,2026-08-04
15736533,5935,Loyalty Bonus,true,2025-10-31,Yes,2025-10-31
15806081,6157,Cashback,true,2026-06-18,Yes,2026-06-18
15622774,6272,Fee Waiver,true,2024-09-17,Yes,2024-09-17
15812356,6543,Cashback,false,2026-01-19,No,2026-01-19
15605284,665,Rate Discount,true,2026-05-05,Yes,2026-05-05
15686870,673,Loyalty Bonus,false,2026-06-30,No,2026-06-30
15667438,7411,Fee Waiver,false,2026-08-27,No,2026-08-27
15592104,7594,Cashback,true,2024-11-20,Yes,2024-11-20
15620557,7718,Loyalty Bonus,false,2025-01-04,No,2025-01-04
15603674,7957,Loyalty Bonus,true,2024-12-28,Yes,2024-12-28
15681174,865,Product Upgrade,false,2026-04-12,No,2026-04-12
