customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15686963,1195,Fee Waiver,true,2024-10-10,Yes,2024-10-10
15670823,1251,Product Upgrade,false,2024-12-23,No,2024-12-23
15663441,1329,Loyalty Bonus,true,2026-08-31,Yes,2026-08-31
15583548,1767,Fee Waiver,false,2025-05-29,No,2025-05-29
15697686,2367,Rate Discount,false,2024-12-16,No,2024-12-16
15713621,2717,Fee Waiver,true,2025-11-17,Yes,2025-11-17
15608166,2854,Rate Discount,true,2025-01-09,Yes,2025-01-09
15645835,3033,Cashback,false,2025-07-04,No,2025-07-04
15728167,3093,Cashback,true,2026-01-18,Yes,2026-01-18
15590344,3120,Loyalty Bonus,true,2025-06-26,Yes,2025-06-26
15715796,3552,Rate Discount,true,2025-07-13,Yes,2025-07-13
15791842,3715,Rate Discount,false,2025-01-08,No,2025-01-08
15574071,3920,Cashback,true,2025-03-21,Yes,2025-03-21
15632521,4007,Fee Waiver,true,2024-12-09,Yes,2024-12-09
15588517,4229,Loyalty Bonus,false,2026-05-25,No,2026-05-25
15698572,4379,Cashback,true,2025-11-19,Yes,2025-11-19
15624170,438,Loyalty Bonus,true,2026-03-09,Yes,2026-03-09
15782608,5153,Unknown,false,2025-03-26,No,2025-03-26
15703763,5353,Cashback,false,2025-01-30,No,2025-01-30
15734008,5852,Cashback,true,2025-02-11,Yes,2025-02-11
15730360,5877,Loyalty Bonus,false,2024-10-03,No,2024-10-03
15809800,5884,Loyalty Bonus,false,2025-05-19,No,2025-05-19
15736420,5885,Fee Waiver,true,2026-05-23,Yes,2026-05-23
15591035,5891,Product Upgrade,false,2026-03-12,No,2026-03-12
15605276,5957,Product Upgrade,false,2024-09-12,No,2024-09-12
15791944,6058,Fee Waiver,false,2026-04-11,No,2026-04-11
15620832,6068,Product Upgrade,false,2024-09-16,No,2024-09-16
15581286,6254,Loyalty Bonus,false,2025-07-16,No,2025-07-16
15753895,6396,Loyalty Bonus,false,2025-12-23,No,2025-12-23
15661656,6474,Rate Discount,false,2024-09-25,No,2024-09-25
15709232,6720,Cashback,true,2024-12-20,Yes,2024-12-20
15660535,699,Fee Waiver,false,2026-05-04,No,2026-05-04
15724336,7223,Rate Discount,false,2024-10-05,No,2024-10-05
15691323,7307,Cashback,true,2025-04-17,Yes,2025-04-17
15645637,7340,Loyalty Bonus,false,2025-05-20,No,2025-05-20
15775627,7392,Fee Waiver,false,2026-01-04,No,2026-01-04
15598046,7447,Product Upgrade,true,2025-03-10,Yes,2025-03-10
15608381,7452,Cashback,false,2026-03-11,No,2026-03-11
15713604,offer_7960,Fee Waiver,false,2025-02-22,No,2025-02-22
