customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15797276,1133,Rate Discount,true,2026-04-30,Yes,2026-04-30
15648721,1286,Fee Waiver,false,2024-12-09,No,2024-12-09
15701121,1416,Product Upgrade,false,2024-09-03,No,2024-09-03
15804394,1486,Rate Discount,false,2025-11-13,No,2025-11-13
15769917,1783,Loyalty Bonus,false,2026-04-28,No,2026-04-28
15778320,1841,Cashback,true,2025-03-28,Yes,2025-03-28
15684181,188,Loyalty Bonus,false,2025-09-18,No,2025-09-18
15782941,1962,Cashback,true,2025-07-01,Yes,2025-07-01
15599081,2375,Fee Waiver,true,2025-02-19,Yes,2025-02-19
15678201,2596,Rate Discount,true,2026-07-14,Yes,2026-07-14
15747097,2604,Loyalty Bonus,"",2025-07-31,Unknown,2025-07-31
15640866,2709,Fee Waiver,false,2026-07-10,No,2026-07-10
15736008,276,Fee Waiver,false,2025-01-24,No,2025-01-24
15606755,2793,Loyalty Bonus,false,2025-09-19,No,2025-09-19
15761692,2821,Fee Waiver,true,2026-02-11,Yes,2026-02-11
15809817,2840,Rate Discount,false,2025-08-22,No,2025-08-22
15691703,2954,Product Upgrade,false,2025-11-11,No,2025-11-11
15777352,298,Rate Discount,false,2026-04-08,No,2026-04-08
15652218,3054,Rate Discount,true,2025-10-05,Yes,2025-10-05
15742504,3272,Product Upgrade,true,2026-01-29,Yes,2026-01-29
15681220,3314,Product Upgrade,false,2026-02-13,No,2026-02-13
15609623,3360,Fee Waiver,false,2025-06-22,No,2025-06-22
15751392,3773,Loyalty Bonus,false,2025-03-26,No,2025-03-26
15791780,3797,Cashback,false,2025-09-23,No,2025-09-23
15627741,4073,Loyalty Bonus,true,2025-11-19,Yes,2025-11-19
15639217,4300,Loyalty Bonus,false,2024-10-17,No,2024-10-17
15583462,4373,Rate Discount,false,2025-11-09,No,2025-11-09
15591822,5135,Fee Waiver,true,2025-03-06,Yes,2025-03-06
15701412,5190,Product Upgrade,true,2025-07-08,Yes,2025-07-08
15660271,528,Product Upgrade,true,2024-12-05,Yes,2024-12-05
15811927,5510,Product Upgrade,false,2024-11-09,No,2024-11-09
15736287,5513,Product Upgrade,"",2026-07-11,Unknown,2026-07-11
15765487,5937,Fee Waiver,true,2025-09-07,Yes,2025-09-07
15655859,6159,Product Upgrade,false,2025-08-28,No,2025-08-28
15576526,6422,Cashback,false,2026-07-18,No,2026-07-18
15716605,6502,Rate Discount,true,2026-08-23,Yes,2026-08-23
15710111,6600,Loyalty Bonus,false,2025-02-03,No,2025-02-03
15664432,7300,Product Upgrade,false,2024-12-27,No,2024-12-27
15586680,7386,Product Upgrade,true,2026-06-22,Yes,2026-06-22
15600462,749,Rate Discount,true,2024-10-14,Yes,2024-10-14
15635752,7560,Loyalty Bonus,true,2025-04-16,Yes,2025-04-16
15658675,7775,Loyalty Bonus,true,2025-09-03,Yes,2025-09-03
15722532,7939,Product Upgrade,false,2026-08-07,No,2026-08-07
15682355,8019,Cashback,false,2026-05-21,No,2026-05-21
15781802,959,Cashback,true,2024-09-18,Yes,2024-09-18
15808582,98,Cashback,false,2025-08-31,No,2025-08-31
15616451,980,Loyalty Bonus,false,2025-02-23,No,2025-02-23
15693683,offer_96,Loyalty Bonus,false,2025-04-26,No,2025-04-26
