customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15647311,1,Product Upgrade,true,2026-08-15,Yes,2026-08-15
15615032,1024,Loyalty Bonus,false,2026-03-19,No,2026-03-19
15691104,1085,Loyalty Bonus,true,2026-02-15,Yes,2026-02-15
15687959,1150,Product Upgrade,true,2025-12-12,Yes,2025-12-12
15655007,149,Loyalty Bonus,true,2025-10-13,Yes,2025-10-13
15762803,1778,Cashback,true,2026-04-07,Yes,2026-04-07
15716284,1937,Loyalty Bonus,true,2026-06-02,Yes,2026-06-02
15787699,2228,Loyalty Bonus,true,2025-12-13,Yes,2025-12-13
15631848,2331,Fee Waiver,false,2025-10-21,No,2025-10-21
15815420,2697,Product Upgrade,true,2025-06-29,Yes,2025-06-29
15814998,2777,Fee Waiver,false,2025-04-04,No,2025-04-04
15688074,318,Cashback,false,2026-02-12,No,2026-02-12
15669281,3219,Rate Discount,false,2024-10-21,No,2024-10-21
15633378,3341,Fee Waiver,true,2026-05-21,Yes,2026-05-21
15763895,3467,Rate Discount,false,2025-09-09,No,2025-09-09
15624451,3730,Fee Waiver,true,2025-11-30,Yes,2025-11-30
15672145,391,Cashback,false,2026-07-31,No,2026-07-31
15795881,4025,Rate Discount,false,2025-11-23,No,2025-11-23
15801863,4230,Cashback,true,2026-03-18,Yes,2026-03-18
15709412,4328,Cashback,false,2026-04-15,No,2026-04-15
15612931,4585,Loyalty Bonus,false,2026-03-27,No,2026-03-27
15799910,4700,Fee Waiver,false,2025-04-05,No,2025-04-05
15571144,4910,Cashback,false,2025-03-15,No,2025-03-15
15708610,5031,Rate Discount,true,2026-04-01,Yes,2026-04-01
15770543,5122,Rate Discount,true,2024-12-20,Yes,2024-12-20
15656322,5253,Cashback,true,2025-10-12,Yes,2025-10-12
15594556,5368,Loyalty Bonus,false,2026-06-15,No,2026-06-15
15783463,5422,Loyalty Bonus,true,2025-02-19,Yes,2025-02-19
15570947,5889,Loyalty Bonus,true,2025-04-26,Yes,2025-04-26
15629128,6242,Product Upgrade,false,2024-11-13,No,2024-11-13
15731569,6362,Cashback,false,2026-02-27,No,2026-02-27
15766787,6660,Product Upgrade,true,2025-08-14,Yes,2025-08-14
15584785,6793,Product Upgrade,true,2024-12-05,Yes,2024-12-05
15809515,6885,Fee Waiver,false,2025-04-12,No,2025-04-12
15814331,7310,Loyalty Bonus,true,2025-06-11,Yes,2025-06-11
15769402,7573,Product Upgrade,true,2025-09-17,Yes,2025-09-17
15638247,7710,Rate Discount,true,2025-06-17,Yes,2025-06-17
15771997,7768,Loyalty Bonus,true,2025-06-17,Yes,2025-06-17
15616172,7883,Product Upgrade,true,2025-01-04,Yes,2025-01-04
15709295,793,Rate Discount,true,2024-09-19,Yes,2024-09-19
15672237,7993,Rate Discount,true,2025-08-16,Yes,2025-08-16
15625698,899,Product Upgrade,false,2025-07-28,No,2025-07-28
