customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15619626,1006,Cashback,true,2025-10-06,Yes,2025-10-06
15770435,1462,Loyalty Bonus,false,2025-01-23,No,2025-01-23
15604588,1543,Rate Discount,true,2025-09-11,Yes,2025-09-11
15624781,1608,Fee Waiver,true,2024-09-20,Yes,2024-09-20
15814536,1648,Product Upgrade,false,2025-07-06,No,2025-07-06
15769254,1753,Fee Waiver,false,2024-11-12,No,2024-11-12
15733247,202,Product Upgrade,true,2026-01-14,Yes,2026-01-14
15584545,2442,Product Upgrade,false,2026-07-19,No,2026-07-19
15727556,248,Rate Discount,true,2025-01-06,Yes,2025-01-06
15645095,3128,Cashback,true,2026-01-14,Yes,2026-01-14
15664734,3161,Fee Waiver,true,2025-12-02,Yes,2025-12-02
15647453,3255,Fee Waiver,true,2026-05-06,Yes,2026-05-06
15622993,327,Fee Waiver,false,2025-07-28,No,2025-07-28
15659236,3307,Cashback,true,2025-04-15,Yes,2025-04-15
15580682,3707,Product Upgrade,true,2025-07-17,Yes,2025-07-17
15591740,3837,Unknown,true,2025-01-05,Yes,2025-01-05
15677123,3867,Product Upgrade,false,2025-07-05,No,2025-07-05
15607230,4245,Rate Discount,false,2025-02-20,No,2025-02-20
15813681,4291,Loyalty Bonus,false,2025-06-08,No,2025-06-08
15798385,4526,Loyalty Bonus,true,2025-11-04,Yes,2025-11-04
15756535,4650,Product Upgrade,true,2025-06-06,Yes,2025-06-06
15590327,4661,Loyalty Bonus,true,2026-05-08,Yes,2026-05-08
15684248,4731,Fee Waiver,false,2026-01-30,No,2026-01-30
15705953,484,Loyalty Bonus,true,2026-01-08,Yes,2026-01-08
15763111,5398,Product Upgrade,false,2024-12-25,No,2024-12-25
15658067,5517,Rate Discount,false,2026-07-04,No,2026-07-04
15568162,5660,Rate Discount,true,2026-04-09,Yes,2026-04-09
15795527,5866,Rate Discount,false,2025-10-24,No,2025-10-24
15785705,6041,Fee Waiver,false,2025-01-28,No,2025-01-28
15687852,6238,Rate Discount,false,2024-09-17,No,2024-09-17
15717736,6288,Unknown,false,2025-09-25,No,2025-09-25
15665783,6304,Loyalty Bonus,true,2025-06-25,Yes,2025-06-25
15708193,6437,Fee Waiver,true,2025-04-27,Yes,2025-04-27
15695932,7181,Rate Discount,true,2025-08-31,Yes,2025-08-31
15597739,7756,Product Upgrade,true,2025-03-25,Yes,2025-03-25
15655339,825,Product Upgrade,true,2025-01-26,Yes,2025-01-26
