customer_id,offer_id,offer_type,accepted,date_offered,accepted_flag,date_offered_key
15572360,1055,Product Upgrade,true,2026-03-07,Yes,2026-03-07
15792649,1480,Rate Discount,true,2026-05-14,Yes,2026-05-14
15666043,1631,Product Upgrade,false,2025-07-05,No,2025-07-05
15751788,1776,Fee Waiver,true,2025-10-07,Yes,2025-10-07
15763171,1855,Loyalty Bonus,false,2024-09-26,No,2024-09-26
15690231,2045,Rate Discount,true,2025-04-28,Yes,2025-04-28
15758171,2310,Rate Discount,true,2025-10-11,Yes,2025-10-11
15775562,2406,Fee Waiver,true,2026-01-28,Yes,2026-01-28
15631305,2707,Fee Waiver,false,2024-12-20,No,2024-12-20
15802060,2849,Cashback,false,2026-04-05,No,2026-04-05
15604576,2983,Rate Discount,true,2025-10-19,Yes,2025-10-19
15710527,3173,Fee Waiver,true,2026-06-15,Yes,2026-06-15
15606641,3259,Product Upgrade,true,2024-12-18,Yes,2024-12-18
15762048,3357,Product Upgrade,true,2026-01-10,Yes,2026-01-10
15578045,353,Rate Discount,false,2024-10-01,No,2024-10-01
15788118,3648,Fee Waiver,false,2025-03-18,No,2025-03-18
15657449,3767,Rate Discount,true,2026-07-23,Yes,2026-07-23
15638803,4387,Loyalty Bonus,true,2025-10-11,Yes,2025-10-11
15775339,4527,Rate Discount,true,2025-03-16,Yes,2025-03-16
15721019,4886,Cashback,true,2025-05-12,Yes,2025-05-12
15667462,5003,Fee Waiver,true,2026-05-02,Yes,2026-05-02
15626507,5016,Loyalty Bonus,true,2025-02-17,Yes,2025-02-17
15594515,5461,Cashback,false,2025-01-22,No,2025-01-22
15795586,5466,Product Upgrade,"",2026-02-06,Unknown,2026-02-06
15620204,598,Product Upgrade,false,2024-10-12,No,2024-10-12
15643574,6063,Product Upgrade,true,2026-06-07,Yes,2026-06-07
15612418,6297,Loyalty Bonus,false,2025-01-22,No,2025-01-22
15688849,6456,Fee Waiver,true,2026-08-23,Yes,2026-08-23
15723658,6657,Cashback,false,2025-05-25,No,2025-05-25
15681671,6740,Fee Waiver,false,2025-01-03,No,2025-01-03
15780716,6884,Fee Waiver,false,2025-03-12,No,2025-03-12
15567383,6998,Rate Discount,true,2026-08-16,Yes,2026-08-16
15749583,7095,Product Upgrade,false,2025-09-03,No,2025-09-03
15649858,7167,Cashback,false,2024-09-11,No,2024-09-11
15584897,7527,Fee Waiver,false,2024-12-20,No,2024-12-20
15687001,7564,Product Upgrade,true,2025-12-09,Yes,2025-12-09
15754084,791,Fee Waiver,true,2025-05-09,Yes,2025-05-09
15628034,809,Product Upgrade,true,2025-07-01,Yes,2025-07-01
